HCP_ID,HCP_Name,Province,Specialty,Facility_ID,HCP_Type,Practice_Setting,Years_in_Practice
HCP_1254,Cathi Gulgowski,Ontario,Ophthalmology,FAC_ON_CLIN_014,Physician,Community Clinic,22
HCP_1255,Mickie Greenholt,Ontario,Ophthalmology,FAC_ON_HOSP_011,Physician,Hospital,21
HCP_1256,Malinda Cassin,Ontario,Ophthalmology,FAC_ON_HOSP_019,Physician,Hospital,25
HCP_1257,Jason Streich,Ontario,Ophthalmology,FAC_ON_HOSP_015,Physician,Hospital,16
HCP_1258,Rory Kuvalis,Ontario,Ophthalmology,FAC_ON_HOSP_009,Physician,Hospital,13
HCP_1259,Marylee Reynolds,Ontario,Ophthalmology,FAC_ON_PRIV_012,Physician,Private Practice,13
HCP_1260,Graham Volkman,Ontario,Ophthalmology,FAC_ON_CLIN_015,Physician,Community Clinic,6
HCP_1261,Lesley Murazik,Ontario,Ophthalmology,FAC_ON_CLIN_012,Physician,Community Clinic,30
HCP_1262,Kavita Rao,Ontario,Ophthalmology,FAC_ON_CLIN_016,Physician,Community Clinic,12
HCP_1263,Curtis Hamill,Ontario,Ophthalmology,FAC_ON_PRIV_021,Physician,Private Practice,10
HCP_1264,Ines Weber,Ontario,Ophthalmology,FAC_ON_ACAD_009,Physician,Academic/Teaching Hospital,34
HCP_1265,Lyndia Hettinger,Ontario,Ophthalmology,FAC_ON_PRIV_018,Physician,Private Practice,18
HCP_1266,Terry Wiegand,Ontario,Ophthalmology,FAC_ON_PRIV_006,Physician,Private Practice,22
HCP_1267,Devora Sipes,Ontario,Ophthalmology,FAC_ON_PRIV_008,Physician,Private Practice,9
HCP_1268,Dorene Kessler,Ontario,Ophthalmology,FAC_ON_PRIV_015,Physician,Private Practice,10
HCP_1269,Aiko Nakamura,Ontario,Ophthalmology,FAC_ON_HOSP_009,Physician,Hospital,26
HCP_1270,Garth Wyman,Ontario,Ophthalmology,FAC_ON_ACAD_013,Physician,Academic/Teaching Hospital,16
HCP_1271,Pamala Collier,Ontario,Ophthalmology,FAC_ON_HOSP_002,Physician,Hospital,6
HCP_1272,Crista Keebler,Ontario,Ophthalmology,FAC_ON_CLIN_012,Physician,Community Clinic,30
HCP_1273,Vivek Iyer,Ontario,Ophthalmology,FAC_ON_PRIV_010,Physician,Private Practice,15
HCP_1274,Louvenia Botsford,Ontario,Ophthalmology,FAC_ON_CLIN_001,Physician,Community Clinic,24
HCP_1275,Edmundo Bauch,Ontario,Ophthalmology,FAC_ON_HOSP_008,Physician,Hospital,12
HCP_1276,Moses Schmitt,Ontario,Ophthalmology,FAC_ON_ACAD_021,Physician,Academic/Teaching Hospital,20
HCP_1277,Andrés Sauceda,Ontario,Ophthalmology,FAC_ON_HOSP_018,Physician,Hospital,28
HCP_1278,Crissy O'Connell,Ontario,Ophthalmology,FAC_ON_HOSP_007,Physician,Hospital,31
HCP_1279,Suzette Monahan,Ontario,Ophthalmology,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,8
HCP_1280,Billy Bahringer,Ontario,Ophthalmology,FAC_ON_PRIV_010,Physician,Private Practice,24
HCP_1281,Kelly Boyle,Ontario,Ophthalmology,FAC_ON_HOSP_026,Physician,Hospital,33
HCP_1282,Kelly Boyle,Ontario,Ophthalmology,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,23
HCP_1283,Camille Erdman,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,6
HCP_1284,Graham Volkman,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_003,Physician,Hospital,7
HCP_1285,Victor Fadel,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_001,Physician,Community Clinic,8
HCP_1286,Garth Wyman,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_022,Physician,Community Clinic,4
HCP_1287,Drew Kohler,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_016,Physician,Hospital,27
HCP_1288,Lyndia Hettinger,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_013,Physician,Hospital,34
HCP_1289,Wayne Mertz,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_022,Physician,Hospital,19
HCP_1290,Arcelia Gottlieb,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_024,Physician,Hospital,21
HCP_1291,Florinda Schimmel,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_021,Physician,Community Clinic,28
HCP_1292,Noe Gutkowski,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_013,Physician,Community Clinic,15
HCP_1293,Curtis Hamill,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_015,Physician,Hospital,17
HCP_1294,Suzette Monahan,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_004,Physician,Community Clinic,21
HCP_1295,Aiko Nakamura,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_017,Physician,Hospital,11
HCP_1296,Mario Guerra,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_013,Physician,Academic/Teaching Hospital,3
HCP_1297,Harley Bins,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_019,Physician,Hospital,20
HCP_1298,Louvenia Botsford,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_011,Physician,Academic/Teaching Hospital,29
HCP_1299,Buddy Schinner,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_004,Physician,Private Practice,3
HCP_1300,Von Mraz,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,8
HCP_1301,Yasmine Boehm,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_006,Physician,Private Practice,10
HCP_1302,Norbert Murphy,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_018,Physician,Community Clinic,29
HCP_1303,Dahlia Renner,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_017,Physician,Private Practice,18
HCP_1304,Aubrey Greenfelder,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_004,Physician,Community Clinic,19
HCP_1305,Lucienne Hudson,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_014,Physician,Hospital,23
HCP_1306,Gemma Effertz,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_009,Physician,Community Clinic,10
HCP_1307,Matt Bartell,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_008,Physician,Community Clinic,25
HCP_1308,Lyndia Hettinger,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_005,Physician,Hospital,2
HCP_1309,Caroyln Hyatt,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_012,Physician,Hospital,4
HCP_1310,Earle Rice,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,29
HCP_1311,Buster Ferry,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_019,Physician,Private Practice,24
HCP_1312,Benita Boehm,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_001,Physician,Community Clinic,7
HCP_1313,Rosalind Kutch,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,16
HCP_1314,Earle Rice,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_007,Physician,Hospital,2
HCP_1315,Carla Koss,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_018,Physician,Community Clinic,24
HCP_1316,Royce Green,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,27
HCP_1317,Kathlyn Borer,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_018,Physician,Private Practice,10
HCP_1318,Chad Sawayn,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_012,Physician,Community Clinic,13
HCP_1319,Ezequiel Hoeger,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_007,Physician,Community Clinic,9
HCP_1320,Camille Erdman,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_013,Physician,Hospital,14
HCP_1321,Brittani Satterfield,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_016,Physician,Hospital,10
HCP_1322,Randa Leuschke,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_006,Physician,Hospital,9
HCP_1323,Dewayne Rosenbaum,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_009,Physician,Academic/Teaching Hospital,16
HCP_1324,Ettie Schroeder,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_007,Physician,Private Practice,31
HCP_1325,Marla Sanford,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_012,Physician,Community Clinic,27
HCP_1326,Leola Tremblay,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_017,Physician,Academic/Teaching Hospital,11
HCP_1327,Indira Willms,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_007,Physician,Hospital,33
HCP_1328,Malinda Cassin,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_022,Physician,Hospital,8
HCP_1329,Louvenia Botsford,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_001,Physician,Community Clinic,32
HCP_1330,Ofelia Skiles,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_016,Physician,Academic/Teaching Hospital,11
HCP_1331,Ezequiel Hoeger,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_004,Physician,Private Practice,19
HCP_1332,Thad Osinski,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,8
HCP_1333,Jere Waelchi,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_010,Physician,Hospital,27
HCP_1334,Marianela Anderson,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,12
HCP_1335,Kimberely Beatty,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_006,Physician,Hospital,31
HCP_1336,Ayanda Mthembu,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_019,Physician,Hospital,3
HCP_1337,Joleen Oberbrunner,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_004,Physician,Private Practice,18
HCP_1338,Paige Goodwin,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_019,Physician,Hospital,6
HCP_1339,Carlos Bins,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_017,Physician,Academic/Teaching Hospital,32
HCP_1340,Adela Chapa,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_008,Physician,Academic/Teaching Hospital,15
HCP_1341,Kimberely Beatty,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_009,Physician,Private Practice,24
HCP_1342,Jeramy Littel,Ontario,Obstetrics/Gynecology,FAC_ON_CLIN_010,Physician,Community Clinic,31
HCP_1343,Myong Heidenreich,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_022,Physician,Hospital,19
HCP_1344,Lenny Dare,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_012,Physician,Private Practice,3
HCP_1345,Leola Tremblay,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_020,Physician,Private Practice,8
HCP_1346,Ayanda Mthembu,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_020,Physician,Academic/Teaching Hospital,8
HCP_1347,Toi Kulas,Ontario,Obstetrics/Gynecology,FAC_ON_PRIV_020,Physician,Private Practice,32
HCP_1348,Dahlia Renner,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_020,Physician,Hospital,32
HCP_1349,Joan Trantow,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_026,Physician,Hospital,17
HCP_1350,Antonietta Reilly,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_020,Physician,Academic/Teaching Hospital,32
HCP_1351,Lynwood Monahan,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_015,Physician,Hospital,9
HCP_1352,Mac Stroman,Ontario,Obstetrics/Gynecology,FAC_ON_ACAD_016,Physician,Academic/Teaching Hospital,24
HCP_1353,Conchita Tejada,Ontario,Obstetrics/Gynecology,FAC_ON_HOSP_008,Physician,Hospital,14
HCP_1354,Rohan Kapoor,Manitoba,Internal Medicine,FAC_MB_PRIV_001,Physician,Private Practice,9
HCP_1355,Jinny Conroy,Manitoba,Internal Medicine,FAC_MB_ACAD_001,Physician,Academic/Teaching Hospital,9
HCP_1356,Conchita Tejada,Manitoba,Internal Medicine,FAC_MB_CLIN_001,Physician,Community Clinic,15
HCP_1357,Vivien Leffler,Manitoba,Internal Medicine,FAC_MB_HOSP_001,Physician,Hospital,12
HCP_1358,Jeramy Littel,Manitoba,Internal Medicine,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,8
HCP_1359,Wayne Mertz,Manitoba,Internal Medicine,FAC_MB_HOSP_002,Physician,Hospital,12
HCP_1360,Sharen McGlynn,Manitoba,Internal Medicine,FAC_MB_PRIV_001,Physician,Private Practice,5
HCP_1361,Gertrudis Schaden,Manitoba,Internal Medicine,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,34
HCP_1362,Houston Osinski,Manitoba,Internal Medicine,FAC_MB_PRIV_001,Physician,Private Practice,14
HCP_1363,Benita Boehm,Manitoba,Cardiology,FAC_MB_HOSP_002,Physician,Hospital,4
HCP_1364,Donita Ward,Manitoba,Cardiology,FAC_MB_ACAD_001,Physician,Academic/Teaching Hospital,21
HCP_1365,Rory Kuvalis,Manitoba,Cardiology,FAC_MB_HOSP_001,Physician,Hospital,31
HCP_1366,Jeanmarie Beatty,Manitoba,Gastroenterology,FAC_MB_PRIV_003,Physician,Private Practice,13
HCP_1367,Myrl Eichmann,Manitoba,Neurology,FAC_MB_PRIV_001,Physician,Private Practice,30
HCP_1368,Daron Berge,Manitoba,Neurology,FAC_MB_CLIN_001,Physician,Community Clinic,22
HCP_1369,Daichi Watanabe,Manitoba,Neurology,FAC_MB_CLIN_002,Physician,Community Clinic,26
HCP_1370,Roxanna Crist,Manitoba,Psychiatry,FAC_MB_HOSP_001,Physician,Hospital,11
HCP_1371,Mariano West,Manitoba,Psychiatry,FAC_MB_ACAD_002,Physician,Academic/Teaching Hospital,2
HCP_1372,Vivien Leffler,Manitoba,Psychiatry,FAC_MB_HOSP_002,Physician,Hospital,13
HCP_1373,Ezequiel Hoeger,Manitoba,Psychiatry,FAC_MB_CLIN_002,Physician,Community Clinic,33
HCP_1374,Jeanelle Wyman,Manitoba,Psychiatry,FAC_MB_PRIV_003,Physician,Private Practice,28
HCP_1375,Santina Klocko,Manitoba,Psychiatry,FAC_MB_PRIV_002,Physician,Private Practice,28
HCP_1376,Mika Suzuki,Manitoba,Psychiatry,FAC_MB_PRIV_002,Physician,Private Practice,31
HCP_1377,Mika Suzuki,Manitoba,Psychiatry,FAC_MB_PRIV_001,Physician,Private Practice,14
HCP_1378,Lavera Flatley,Manitoba,Psychiatry,FAC_MB_PRIV_001,Physician,Private Practice,12
HCP_1379,Shawnee Zieme,Manitoba,Psychiatry,FAC_MB_ACAD_001,Physician,Academic/Teaching Hospital,33
HCP_1380,Marylee Reynolds,Manitoba,Psychiatry,FAC_MB_CLIN_001,Physician,Community Clinic,21
HCP_1381,Sipho Dlamini,Manitoba,Psychiatry,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,11
HCP_1382,Homer Wiegand,Manitoba,Psychiatry,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,10
HCP_1383,Vivien Leffler,Manitoba,Psychiatry,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,31
HCP_1384,Aubrey Greenfelder,Manitoba,Pediatrics,FAC_MB_ACAD_002,Physician,Academic/Teaching Hospital,2
HCP_1385,Bart Jenkins,Manitoba,Pediatrics,FAC_MB_ACAD_002,Physician,Academic/Teaching Hospital,3
HCP_1386,Lyndia Hettinger,Manitoba,Pediatrics,FAC_MB_HOSP_001,Physician,Hospital,26
HCP_1387,Geralyn Mitchell,Manitoba,Pediatrics,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,1
HCP_1388,Sergio Dooley,Manitoba,Pediatrics,FAC_MB_PRIV_002,Physician,Private Practice,6
HCP_1389,Santina Klocko,Manitoba,Pediatrics,FAC_MB_CLIN_001,Physician,Community Clinic,35
HCP_1390,Ananya Mehta,Manitoba,Pediatrics,FAC_MB_PRIV_001,Physician,Private Practice,15
HCP_1391,So Legros,Manitoba,Pediatrics,FAC_MB_CLIN_002,Physician,Community Clinic,26
HCP_1392,Buddy Schinner,Manitoba,Pediatrics,FAC_MB_PRIV_003,Physician,Private Practice,18
HCP_1393,Naledi Khumalo,Manitoba,Pediatrics,FAC_MB_ACAD_002,Physician,Academic/Teaching Hospital,4
HCP_1394,Homero Zúñiga,Manitoba,Dermatology,FAC_MB_HOSP_001,Physician,Hospital,7
HCP_1395,Quinton Klocko,Manitoba,Dermatology,FAC_MB_CLIN_002,Physician,Community Clinic,27
HCP_1396,Chad Sawayn,Manitoba,General Surgery,FAC_MB_ACAD_002,Physician,Academic/Teaching Hospital,4
HCP_1397,Arcelia Gottlieb,Manitoba,General Surgery,FAC_MB_CLIN_002,Physician,Community Clinic,21
HCP_1398,Alia Adams,Manitoba,General Surgery,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,13
HCP_1399,Phillip McCullough,Manitoba,General Surgery,FAC_MB_HOSP_002,Physician,Hospital,13
HCP_1400,Royce Green,Manitoba,General Surgery,FAC_MB_PRIV_001,Physician,Private Practice,34
HCP_1401,Toi Kulas,Manitoba,General Surgery,FAC_MB_ACAD_002,Physician,Academic/Teaching Hospital,22
HCP_1402,Geraldo Kiehn,Manitoba,Urology,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,22
HCP_1403,Royce Green,Manitoba,Urology,FAC_MB_HOSP_002,Physician,Hospital,13
HCP_1404,Sergio Dooley,Manitoba,Orthopedic Surgery,FAC_MB_ACAD_002,Physician,Academic/Teaching Hospital,14
HCP_1405,Sanford Gottlieb,Manitoba,Orthopedic Surgery,FAC_MB_CLIN_001,Physician,Community Clinic,25
HCP_1406,Lon Lind,Manitoba,Orthopedic Surgery,FAC_MB_CLIN_001,Physician,Community Clinic,2
HCP_1407,Vivien Leffler,Manitoba,Orthopedic Surgery,FAC_MB_CLIN_001,Physician,Community Clinic,9
HCP_1408,Olen Heathcote,Manitoba,Orthopedic Surgery,FAC_MB_PRIV_001,Physician,Private Practice,22
HCP_1409,Tomas Sauer,Manitoba,Ophthalmology,FAC_MB_PRIV_003,Physician,Private Practice,22
HCP_1410,Reggie Mitchell,Manitoba,Ophthalmology,FAC_MB_CLIN_001,Physician,Community Clinic,4
HCP_1411,Lynwood Monahan,Manitoba,Ophthalmology,FAC_MB_HOSP_002,Physician,Hospital,28
HCP_1412,Steven Greenfelder,Manitoba,Obstetrics/Gynecology,FAC_MB_ACAD_003,Physician,Academic/Teaching Hospital,19
HCP_1413,Emilee Runolfsdottir,Manitoba,Obstetrics/Gynecology,FAC_MB_HOSP_001,Physician,Hospital,9
HCP_1414,Cathi Gulgowski,Manitoba,Obstetrics/Gynecology,FAC_MB_HOSP_001,Physician,Hospital,27
HCP_1415,Willie Kessler,Manitoba,Obstetrics/Gynecology,FAC_MB_PRIV_002,Physician,Private Practice,35
HCP_1416,Dena Rau,Manitoba,Obstetrics/Gynecology,FAC_MB_CLIN_002,Physician,Community Clinic,15
HCP_1417,Roxanna Crist,Manitoba,Obstetrics/Gynecology,FAC_MB_PRIV_001,Physician,Private Practice,10
HCP_1418,Lavinia Douglas,Manitoba,Obstetrics/Gynecology,FAC_MB_ACAD_001,Physician,Academic/Teaching Hospital,11
HCP_1419,Noe Gutkowski,Saskatchewan,Internal Medicine,FAC_SK_HOSP_001,Physician,Hospital,21
HCP_1420,Reyna Keeling,Saskatchewan,Internal Medicine,FAC_SK_CLIN_001,Physician,Community Clinic,2
HCP_1421,Aiko Nakamura,Saskatchewan,Internal Medicine,FAC_SK_PRIV_001,Physician,Private Practice,17
HCP_1422,Sibusiso Ndlovu,Saskatchewan,Internal Medicine,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,1
HCP_1423,Brendon Bailey,Saskatchewan,Internal Medicine,FAC_SK_PRIV_002,Physician,Private Practice,2
HCP_1424,Louvenia Botsford,Saskatchewan,Internal Medicine,FAC_SK_CLIN_001,Physician,Community Clinic,16
HCP_1425,Kent Morar,Saskatchewan,Internal Medicine,FAC_SK_PRIV_002,Physician,Private Practice,27
HCP_1426,Hae Ruecker,Saskatchewan,Internal Medicine,FAC_SK_ACAD_002,Physician,Academic/Teaching Hospital,31
HCP_1427,Gemma Effertz,Saskatchewan,Internal Medicine,FAC_SK_CLIN_001,Physician,Community Clinic,4
HCP_1428,Carla Koss,Saskatchewan,Cardiology,FAC_SK_ACAD_002,Physician,Academic/Teaching Hospital,9
HCP_1429,Lesley Murazik,Saskatchewan,Cardiology,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,15
HCP_1430,Hildred Wunsch,Saskatchewan,Cardiology,FAC_SK_CLIN_002,Physician,Community Clinic,21
HCP_1431,Don Denesik,Saskatchewan,Gastroenterology,FAC_SK_HOSP_002,Physician,Hospital,35
HCP_1432,Leola Tremblay,Saskatchewan,Neurology,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,24
HCP_1433,Maile Frami,Saskatchewan,Neurology,FAC_SK_HOSP_002,Physician,Hospital,19
HCP_1434,Steven Greenfelder,Saskatchewan,Neurology,FAC_SK_CLIN_001,Physician,Community Clinic,3
HCP_1435,Rayford Wisozk,Saskatchewan,Psychiatry,FAC_SK_HOSP_002,Physician,Hospital,3
HCP_1436,Wayne Mertz,Saskatchewan,Psychiatry,FAC_SK_PRIV_001,Physician,Private Practice,6
HCP_1437,Maribel Reilly,Saskatchewan,Psychiatry,FAC_SK_CLIN_001,Physician,Community Clinic,24
HCP_1438,Alia Adams,Saskatchewan,Psychiatry,FAC_SK_PRIV_001,Physician,Private Practice,12
HCP_1439,Rayford Wisozk,Saskatchewan,Psychiatry,FAC_SK_ACAD_002,Physician,Academic/Teaching Hospital,9
HCP_1440,Kenji Yamamoto,Saskatchewan,Psychiatry,FAC_SK_ACAD_002,Physician,Academic/Teaching Hospital,24
HCP_1441,Rosalind Kutch,Saskatchewan,Psychiatry,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,29
HCP_1442,Mario Guerra,Saskatchewan,Psychiatry,FAC_SK_HOSP_001,Physician,Hospital,16
HCP_1443,Neha Deshmukh,Saskatchewan,Pediatrics,FAC_SK_CLIN_001,Physician,Community Clinic,31
HCP_1444,Carmelina Wisozk,Saskatchewan,Pediatrics,FAC_SK_HOSP_002,Physician,Hospital,26
HCP_1445,Clint Goldner,Saskatchewan,Pediatrics,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,26
HCP_1446,Terry Wiegand,Saskatchewan,Pediatrics,FAC_SK_PRIV_002,Physician,Private Practice,31
HCP_1447,Rahul Menon,Saskatchewan,Pediatrics,FAC_SK_CLIN_002,Physician,Community Clinic,7
HCP_1448,Mika Suzuki,Saskatchewan,Pediatrics,FAC_SK_PRIV_001,Physician,Private Practice,27
HCP_1449,Kelly Boyle,Saskatchewan,Pediatrics,FAC_SK_PRIV_001,Physician,Private Practice,34
HCP_1450,Wayne Mertz,Saskatchewan,Dermatology,FAC_SK_CLIN_002,Physician,Community Clinic,35
HCP_1451,Paige Goodwin,Saskatchewan,General Surgery,FAC_SK_CLIN_002,Physician,Community Clinic,21
HCP_1452,Tiana Blick,Saskatchewan,General Surgery,FAC_SK_HOSP_002,Physician,Hospital,27
HCP_1453,Leonor Najera,Saskatchewan,General Surgery,FAC_SK_CLIN_001,Physician,Community Clinic,32
HCP_1454,Michell Friesen,Saskatchewan,General Surgery,FAC_SK_CLIN_002,Physician,Community Clinic,30
HCP_1455,Estefana Emmerich,Saskatchewan,General Surgery,FAC_SK_ACAD_002,Physician,Academic/Teaching Hospital,32
HCP_1456,Mari Reynolds,Saskatchewan,General Surgery,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,30
HCP_1457,Naledi Khumalo,Saskatchewan,Urology,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,14
HCP_1458,Daron Berge,Saskatchewan,Orthopedic Surgery,FAC_SK_HOSP_001,Physician,Hospital,26
HCP_1459,Lesley Murazik,Saskatchewan,Orthopedic Surgery,FAC_SK_ACAD_002,Physician,Academic/Teaching Hospital,15
HCP_1460,Blanca Feliciano,Saskatchewan,Orthopedic Surgery,FAC_SK_CLIN_001,Physician,Community Clinic,29
HCP_1461,Hildred Wunsch,Saskatchewan,Orthopedic Surgery,FAC_SK_CLIN_002,Physician,Community Clinic,29
HCP_1462,Armida Huel,Saskatchewan,Ophthalmology,FAC_SK_ACAD_002,Physician,Academic/Teaching Hospital,33
HCP_1463,Garth Wyman,Saskatchewan,Ophthalmology,FAC_SK_ACAD_001,Physician,Academic/Teaching Hospital,21
HCP_1464,Leonor Najera,Saskatchewan,Obstetrics/Gynecology,FAC_SK_HOSP_002,Physician,Hospital,17
HCP_1465,Earle Rice,Saskatchewan,Obstetrics/Gynecology,FAC_SK_CLIN_002,Physician,Community Clinic,6
HCP_1466,Crista Keebler,Saskatchewan,Obstetrics/Gynecology,FAC_SK_PRIV_001,Physician,Private Practice,23
HCP_1467,Roxanna Crist,Saskatchewan,Obstetrics/Gynecology,FAC_SK_PRIV_002,Physician,Private Practice,20
HCP_1468,Victor Fadel,Saskatchewan,Obstetrics/Gynecology,FAC_SK_CLIN_002,Physician,Community Clinic,19
HCP_1469,Carlos Bins,Saskatchewan,Obstetrics/Gynecology,FAC_SK_PRIV_002,Physician,Private Practice,24
HCP_1470,Lynwood Monahan,Alberta,Internal Medicine,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,30
HCP_1471,Aubrey Greenfelder,Alberta,Internal Medicine,FAC_AB_HOSP_002,Physician,Hospital,6
HCP_1472,Augustine Fisher,Alberta,Internal Medicine,FAC_AB_PRIV_003,Physician,Private Practice,16
HCP_1473,Ezequiel Hoeger,Alberta,Internal Medicine,FAC_AB_PRIV_003,Physician,Private Practice,26
HCP_1474,Lucio Robel,Alberta,Internal Medicine,FAC_AB_ACAD_006,Physician,Academic/Teaching Hospital,29
HCP_1475,Thandi Mokoena,Alberta,Internal Medicine,FAC_AB_CLIN_004,Physician,Community Clinic,28
HCP_1476,Myrl Eichmann,Alberta,Internal Medicine,FAC_AB_HOSP_008,Physician,Hospital,28
HCP_1477,Zaida Treutel,Alberta,Internal Medicine,FAC_AB_PRIV_006,Physician,Private Practice,30
HCP_1478,Camille Erdman,Alberta,Internal Medicine,FAC_AB_PRIV_004,Physician,Private Practice,34
HCP_1479,Florinda Schimmel,Alberta,Internal Medicine,FAC_AB_CLIN_007,Physician,Community Clinic,22
HCP_1480,Caroyln Hyatt,Alberta,Internal Medicine,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,9
HCP_1481,Lonna Dietrich,Alberta,Internal Medicine,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,20
HCP_1482,Tomas Sauer,Alberta,Internal Medicine,FAC_AB_HOSP_003,Physician,Hospital,25
HCP_1483,Ferne Hudson,Alberta,Internal Medicine,FAC_AB_ACAD_006,Physician,Academic/Teaching Hospital,4
HCP_1484,Crista Keebler,Alberta,Internal Medicine,FAC_AB_HOSP_004,Physician,Hospital,27
HCP_1485,Caroyln Hyatt,Alberta,Internal Medicine,FAC_AB_CLIN_005,Physician,Community Clinic,20
HCP_1486,Billy Bahringer,Alberta,Internal Medicine,FAC_AB_HOSP_001,Physician,Hospital,33
